Fecha;PM10;PM2.5;NO;NO2;NOX;CO;SO2;OZONO;Vel Viento 10M;Dir Viento 10M;Temperatura;Presion Baro;Rad Solar;Precipitacion;HR
24/02/2024 14:00;57;18;0;3,4;3,1;0,27;0;27,8;3;249;22,9;563;728;0;42,35
24/02/2024 15:00;58;26;0;0;0;0,28;0;24,5;3,5;265;20;563;227;0;48,34
24/02/2024 16:00;51;20;0;0;0;0,27;0;22,1;3,5;264;20,2;563;347;0;52
24/02/2024 17:00;40;20;0;0;0;0,27;0;20,5;2,8;265;18;563;28;0;58,23
24/02/2024 18:00;50;22;0;0;0;0,25;0;17,1;1,2;280;16,5;564;0;0,1;66,5
24/02/2024 19:00;42;19;1;10,3;11,2;0,37;0;12,9;1,2;220;15,7;564;0;0;69,98
24/02/2024 20:00;37;15;0;0;0;0,31;0;12,1;0,9;216;15;564;0;0;73,48
24/02/2024 21:00;37;23;0;0;0;0,32;0;12;0,6;217;14,8;565;0;0;74,35
24/02/2024 22:00;51;27;4,2;20;24,2;0,6;0;4,2;0,6;159;14,8;565;0;0;75,27
24/02/2024 23:00;43;27;1,3;15;16,3;0,44;0;8,5;0,6;143;14,7;566;0;0;71,37
25/02/2024 0:00;34;19;1,2;14,4;15,6;0,41;0;5,9;0,6;288;14,2;566;0;0;73,52
25/02/2024 1:00;35;23;4;15,4;19,4;0,38;0;4,1;0,6;314;13,1;565;0;0;76,72
25/02/2024 2:00;45;30;8,5;17,1;25,6;0,48;0;3;0,7;333;12,6;565;0;0;77,46
25/02/2024 3:00;40;26;15,5;18,7;34,1;0,56;0;0,3;0,6;275;11,3;565;0;0;79
25/02/2024 4:00;38;25;39,4;15,4;54,8;0,61;0;0,1;0,6;293;10,1;565;0;0;81,78
25/02/2024 5:00;35;22;31,1;15,8;46,9;0,51;0;0,3;0,6;218;9,2;565;0;0;82,86
25/02/2024 6:00;43;29;53,4;15,2;68,6;0,63;0;0,3;0,4;285;8,6;565;0;0;83,56
25/02/2024 7:00;55;23;80,4;14,9;95,3;0,89;0;0,4;0,5;251;8,5;566;14;0;84,33
25/02/2024 8:00;54;27;22;15,8;37,8;0,48;0;4,2;0,8;327;14,8;566;177;0;81,97
25/02/2024 9:00;28;23;5,9;8,3;14,2;0,31;0;14;1,4;337;18,3;566;395;0;60,96
25/02/2024 10:00;34;11;1,4;4,7;6,1;0,24;0;18,9;1,2;317;21;566;555;0;49,53
25/02/2024 11:00;37;12;0,2;3,2;3,4;0,21;0;24,5;1,4;300;21,7;566;725;0;42,17
25/02/2024 12:00;32;16;0;0;0;0,19;0;28,3;1,6;299;22,8;565;676;0;34,23
25/02/2024 13:00;36;15;0;0;0;0,2;0;25,8;2,4;282;20,6;564;242;0;40,9
25/02/2024 14:00;44;19;0;0;0;0,19;0;21,4;3,1;256;20,9;564;414;0;46,42
25/02/2024 15:00;42;21;0;0;0;0,19;0;19,7;3,4;271;19,6;564;294;0;49,82
25/02/2024 16:00;35;15;0;0;0;0,18;0;18,8;2,6;252;20,1;564;306;0;51,87
25/02/2024 17:00;32;13;0;0;0;0,18;0;18,7;2,3;259;18,4;564;93;0;54,09
25/02/2024 18:00;31;16;0;0;0;0,19;0;16,9;1,5;244;17,6;564;40;0;58,85
25/02/2024 19:00;35;17;0;0;0;0,19;0;15;1,4;210;15,4;564;0;0;65,65
25/02/2024 20:00;34;16;0;9,6;9,5;0,33;0;10,2;0,6;241;14,3;565;0;0;70,96
25/02/2024 21:00;42;22;2,5;12,8;15,3;0,43;0;8,1;0,7;246;13,8;565;0;0;73,14
25/02/2024 22:00;43;27;0,7;14,2;14,8;0,46;0;5,9;0,6;300;13,7;565;0;0;74,64
25/02/2024 23:00;49;23;25,8;26;51,7;0,73;0;0,1;0,5;348;13,6;566;0;0;74,85
26/02/2024 0:00;50;28;17,5;23,4;40,9;0,6;0;0,2;0,5;271;13,5;565;0;0;74,54
26/02/2024 1:00;44;21;10,3;18;28,3;0,54;0;1,2;0,5;313;12,4;565;0;0;76,83
26/02/2024 2:00;42;19;20,3;16,9;37,2;0,5;0;0,6;0,6;301;11,2;565;0;0;80,16
26/02/2024 3:00;41;23;41,7;15;56,7;0,49;0;0,2;0,5;330;10,2;565;0;0;81,61
26/02/2024 4:00;48;25;58,7;17,5;76,2;0,49;0;0,1;0,7;288;10,3;565;0;0;83,94
26/02/2024 5:00;46;32;49,2;18,3;67,5;0,49;0;0,8;0,5;309;9,2;565;0;0;83,27
26/02/2024 6:00;51;37;47,5;18,5;65,9;0,53;0;0,1;0,3;309;8,3;565;0;0;83,69
26/02/2024 7:00;66;38;96,2;17,3;113,5;1;0;0,2;0,6;341;7,9;565;7;0;84,23
26/02/2024 8:00;101;51;84,3;21,7;106;1,14;0;2;1,4;349;12;566;162;0;85,82
26/02/2024 9:00;71;36;30,2;18,7;48,9;0,7;0;8,4;1,3;330;17,1;566;376;0;68,13
26/02/2024 10:00;64;32;0;0;0;0;0;0;1,1;288;20,4;566;560;0;52,53
26/02/2024 11:00;51;28;0;0;0;0;0;0;1,6;347;22,2;566;682;1;43,6
26/02/2024 12:00;50;20;1,6;0;1,3;0,27;0;25,7;0,9;278;20,8;565;219;0;39,87
26/02/2024 13:00;52;23;0;0;0;0,34;0;32,6;1,1;216;22,5;564;313;0;38,08
26/02/2024 14:00;99;37;0;0;0;0,34;0;29,4;2,9;265;19,5;564;165;0;50,04
26/02/2024 15:00;66;24;0;0;0;0,25;0;25,5;2,7;262;18,5;564;200;0;55,39
26/02/2024 16:00;86;36;0;0;0;0,23;0;25,6;2,2;279;19,9;564;326;0;50,5
26/02/2024 17:00;54;28;0;0;0;0,24;0;25,3;1,4;268;18,8;564;107;0;52,75
26/02/2024 18:00;49;29;0;0;0;0,24;0;23,2;1,4;267;17,7;563;46;0;57,57
26/02/2024 19:00;42;25;0;5,8;5,8;0,29;0;17;0,5;264;15,2;564;0;0;66
26/02/2024 20:00;80;37;36,6;29,6;66,2;0,81;0;2,5;0,6;191;14,3;564;0;0;72,57
26/02/2024 21:00;54;29;8,7;20,1;28,7;0,45;0;8,7;0,6;240;14,1;565;0;0;74,63
26/02/2024 22:00;55;31;41,8;24,7;66,5;0,69;0;3,7;0,5;265;13,3;565;0;0;76,66
26/02/2024 23:00;40;27;3,5;17;20,6;0,42;0;4,5;0,6;303;12,1;565;0;0;79,58
27/02/2024 0:00;59;28;52,4;18,4;70,9;0,64;0;2,3;0,7;274;11,3;565;0;0;82,71
27/02/2024 1:00;56;34;85,1;22,9;108,1;0,91;0;0;0,5;269;11,4;565;0;0;83,79
27/02/2024 2:00;43;30;55,2;17,9;73,1;0,62;0;0;0,5;283;10,4;564;0;0;82,84
27/02/2024 3:00;46;22;47,8;17,9;65,7;0,54;0;0;0,5;298;11,1;564;0;0;85,35
27/02/2024 4:00;51;34;75,5;18,1;93,6;0,57;0;0;0,5;309;11,4;563;0;0;84,23
27/02/2024 5:00;77;47;165,1;24,5;189,7;0,79;0;0;0,6;250;11,4;563;0;0;83,21
27/02/2024 6:00;57;40;56,5;21,7;78,3;0,67;0;0,1;0,6;283;12;564;0;0;83,23
27/02/2024 7:00;61;41;63,3;22,4;85,8;0,81;0;0,4;0,5;305;12,5;564;5;0;81,95
27/02/2024 8:00;62;39;17,1;20,7;37,9;0,54;0;3,4;1,2;338;13,9;565;68;0;76,34
27/02/2024 9:00;60;39;6,6;13,5;20,1;0,44;0;10,6;1,3;332;16,6;565;224;0;67,37
27/02/2024 10:00;55;34;3,8;10,2;14;0,41;0;16;1,3;320;19,1;565;343;0;57,92
27/02/2024 11:00;50;28;0;6,1;5,9;0,33;0;25,7;1,1;242;21,5;565;549;0;48,17
27/02/2024 12:00;44;22;0;0;0;0,33;0;31;1,2;203;23,8;564;693;0;38,74
27/02/2024 13:00;40;27;0;0;0;0,41;0;41,5;1,9;268;24,1;564;631;0;34,38
27/02/2024 14:00;90;43;0;0;0;0,41;0;42,6;3,2;258;22;563;271;0;42,51
27/02/2024 15:00;82;38;0;0;0;0,32;0;29,1;2,4;253;19,3;563;187;0,6;62,82
27/02/2024 16:00;66;31;0;0;0;0,29;0;27,9;2,6;226;22,5;563;437;0;50,33
27/02/2024 17:00;60;30;0;0;0;0,27;0;25,3;3,4;263;21,5;563;331;0;49,29
27/02/2024 18:00;47;24;0;0;0;0,31;0;20,1;2,6;263;19;563;125;0;56,66
27/02/2024 19:00;30;25;0;0;0;0,39;0;18,3;2,1;135;15,2;563;0;0;65,63
27/02/2024 20:00;32;24;0,9;26,2;27;0,52;0;8,7;1,2;348;14,6;564;0;0;70,38
27/02/2024 21:00;46;25;14,6;28,7;43,3;0,63;0;3,4;0,8;9;13,5;564;0;0;75,68
27/02/2024 22:00;33;24;0;0;0;0,35;0;13,5;1;148;14,3;564;0;0;75,3
27/02/2024 23:00;44;29;12,1;23;35,1;0,52;0;6,3;1,1;8;13,9;565;0;0;75,33
28/02/2024 0:00;43;24;0;0;0;0,44;0;6,3;0,7;298;13,9;565;0;0;75,44
28/02/2024 1:00;34;28;0;0;0;0,44;0;5;1;319;13,1;564;0;0;77,43
28/02/2024 2:00;38;24;10,2;23,4;33,6;0,42;0;1,1;0,9;346;12,2;564;0;0;81,16
28/02/2024 3:00;35;27;0;0;0;0,32;0;8,4;0,9;299;13,1;563;0;0;79,73
28/02/2024 4:00;36;27;0;0;0;0,32;0;8,4;1;245;13,5;563;0;0;77,39
28/02/2024 5:00;33;26;3,7;14;17,7;0,33;0;7,8;1,1;166;13,2;563;0;0;74,93
28/02/2024 6:00;30;25;1,7;13,6;15,3;0,37;0;7,9;1,1;64;12,7;563;0;0;76,29
28/02/2024 7:00;51;30;23,2;23,2;46,4;0,58;0;1,1;0,7;307;11,8;564;12;0;80,89
28/02/2024 8:00;37;23;1,9;9,3;11,2;0,41;0;13,9;1,4;201;16,1;564;186;0;77,07
28/02/2024 9:00;35;18;2,8;7,3;10,1;0,39;0;15;1,6;112;18,1;565;286;0;61,19
28/02/2024 10:00;36;19;0,6;4,2;4,8;0,34;0;18,1;1,7;130;21,1;565;563;0;53,21
28/02/2024 11:00;22;18;0;3,2;3,1;0,32;0;19,9;2;91;22,5;564;723;0;46,06
28/02/2024 12:00;24;13;0,7;6;6,7;0,36;0;19,2;1,8;93;21,5;564;280;0;45,66
28/02/2024 13:00;39;17;0;5,2;5,1;0,35;0;25,4;1,7;134;24,2;563;733;0;40,71
28/02/2024 14:00;49;22;0;0;0;0,42;0;35,4;1,8;245;23,5;563;345;0;39,99
28/02/2024 15:00;79;33;0;0;0;0,33;0;33,6;3,7;266;21,9;562;383;0;50,71
28/02/2024 16:00;69;32;0;0;0;0,31;0;25,8;2,9;243;22,4;562;372;0;52,11
28/02/2024 17:00;59;29;0;0;0;0,32;0;23,2;2,7;262;20,1;563;107;0;55,27
28/02/2024 18:00;50;29;0;0;0;0,4;0;17,6;1,4;257;18;563;12;0;63,44
28/02/2024 19:00;55;33;0,6;32,1;32,7;0,7;0;7,4;0,9;190;17;563;0;0;67,94
28/02/2024 20:00;46;29;0;0;0;0,53;0;10;0,8;254;16,2;564;0;0;71,73
28/02/2024 21:00;48;26;0;0;0;0,35;0;12,9;1,5;267;15,7;564;0;0;76,44
28/02/2024 22:00;43;28;0;0;0;0,34;0;12,5;0,9;271;15,4;565;0;0;77,62
28/02/2024 23:00;46;28;0;0;0;0,46;0;7,3;1;335;15,1;565;0;0;76,27
29/02/2024 0:00;48;35;0,3;26,9;27,2;0,61;0;1,3;0,4;317;14,3;565;0;0;78,13
29/02/2024 1:00;50;30;31,5;25,4;57;0,67;0;0,1;0,4;324;13,3;565;0;0;80,7
29/02/2024 2:00;42;31;44,6;21,5;66,1;0,61;0;0;0,6;316;12,2;564;0;0;83,09
29/02/2024 3:00;39;22;37,3;19,5;56,8;0,5;0;0,2;0,7;323;12;564;0;0;85,11
29/02/2024 4:00;52;34;3,1;21,9;25;0,42;0;0,3;0,9;333;12,7;564;0;0;86,01
29/02/2024 5:00;37;30;1,7;18,2;19,9;0,37;0;4,3;1;303;13;564;0;0;84,11
29/02/2024 6:00;43;32;17,2;21,3;38,5;0,5;0;5,6;1,5;91;13,6;564;0;0;79,55
29/02/2024 7:00;53;35;16,4;20,2;36,6;0,62;0;5,6;1,3;58;13,7;564;12;0;77,14
29/02/2024 8:00;53;27;14,3;15,7;30;0,59;0;11;1,5;114;16,4;565;167;0;71,62
29/02/2024 9:00;39;23;3,1;7,1;10,2;0,37;0;17,4;1,9;126;20,3;565;433;0;56,42
29/02/2024 10:00;37;18;0,9;4,5;5,4;0,34;0;20,2;2,2;136;21,1;565;612;0;48,97
29/02/2024 11:00;38;17;0,8;4,6;5,4;0,33;0;22,1;2,2;124;22;565;741;0;43,02
29/02/2024 12:00;31;13;0;0;0;0,3;0;26,7;1,8;199;23,1;564;664;0;34,9
29/02/2024 13:00;29;18;0;0;0;0,29;0;27,6;1,7;161;24;564;715;0;33
29/02/2024 14:00;29;9;0;0;0;0,27;0;30,4;1,4;289;25;563;528;0;29,22
29/02/2024 15:00;80;36;0;0;0;0,35;0;35,1;3,1;262;22,9;563;361;0;43,96
29/02/2024 16:00;76;36;0;0;0;0,36;0;34,6;3,6;263;22,1;562;360;0;49,09
29/02/2024 17:00;76;39;0;0;0;0,39;0;31,1;2,4;249;20,8;563;146;0;54,11
29/02/2024 18:00;64;27;0;0;0;0,38;0;27,8;2,1;258;18,6;563;44;0;56,8
29/02/2024 19:00;55;34;0;0;0;0,4;0;21,3;1;264;16,6;563;0;0;67,77
29/02/2024 20:00;56;33;0;0;0;0,45;0;17,4;0,8;294;15,5;564;0;0;72,14
29/02/2024 21:00;51;32;0;0;0;0,45;0;15;0,8;195;15,3;564;0;0;75,23
29/02/2024 22:00;53;34;0;0;0;0,38;0;17,5;0,8;249;15,1;565;0;0;77,44
29/02/2024 23:00;50;35;0;0;0;0,46;0;9,9;0,5;197;14,9;565;0;0;74,49
1/03/2024 0:00;47;34;0;0;0;0,37;0;12,7;1,3;100;14,8;565;0;0;70,53
